Timestamp,Reactor_Temp_C,Reactor_Pressure_bar,Catalyst_Flow_kg_h,Raw_Material_Purity_Pct,Energy_Consumption_MWh,Product_Yield_kg
2026-04-01 00:00:00,182.48357076505616,15.369362122670472,52.65152507466965,95.20468559478324,36.43993859514224,1154.0480694751234
2026-04-01 01:00:00,179.3086784941441,12.947797928812049,54.6938954299413,91.32266438629388,34.22037591097804,1262.6768431945043
2026-04-01 02:00:00,183.23844269050346,13.382177493473144,50.72408623481483,97.30011392940123,34.99463301168442,1219.6648836197164
2026-04-01 03:00:00,187.61514928204014,15.891916912827257,44.812672208176615,95.72359236447356,36.49182469211628,1113.1204214575137
2026-04-01 04:00:00,178.82923312638331,15.20503852575353,51.598751807010565,93.49349135514296,35.64247288446559,1193.5353680995106
2026-04-01 05:00:00,178.8293152152541,14.779219996376785,47.39457242483268,96.06717265982456,35.20722926983958,1129.5704727909392
2026-04-01 06:00:00,187.89606407753695,15.022120719678473,47.88553327300097,92.3391448131855,36.39626650574719,1177.8974360849709
2026-04-01 07:00:00,183.83717364576455,15.417098046434004,52.34545607502037,93.1067298764479,35.890639921210536,1238.5181663014982
2026-04-01 08:00:00,177.65262807032525,14.352288383628766,54.95313228573454,98.2573725881879,34.540109221596275,1255.6009523464966
2026-04-01 09:00:00,182.7128002179298,14.066034329517224,50.08508630694425,92.61454055104278,35.49919665585217,1191.949810771209
2026-04-01 10:00:00,177.68291153593768,15.235014306117218,51.235332050395854,94.22989441342143,33.434659552766945,1195.2492978371145
2026-04-01 11:00:00,177.6713512321487,13.825952666861962,56.80885977854095,98.01127023656413,34.2675894886598,1247.0168895112292
2026-04-01 12:00:00,181.20981135783018,15.489903306857366,50.96301271795427,96.36949215240774,35.40011333250439,1188.7976538458092
2026-04-01 13:00:00,170.43359877671102,12.956899674914592,60.40673245672158,90.55982903548232,32.580912709679815,1289.7586649580273
2026-04-01 14:00:00,171.37541083743483,16.234986764790772,52.26203858252617,91.32572739851074,34.146470637479155,1183.356418209488
2026-04-01 15:00:00,177.18856235379513,15.567116978895651,42.95694896337673,90.07057431694726,34.58947213835533,1071.392619279609
2026-04-01 16:00:00,174.93584439832787,15.307235681176651,53.01336648441813,95.67829611206247,35.17956164514226,1217.045591111085
2026-04-01 17:00:00,181.57123666297636,16.179229180734616,51.52463353953111,94.02906082869376,36.25804119820081,1192.794275831839
