Timestamp,Reactor_Temp_C,Reactor_Pressure_bar,Catalyst_Flow_kg_h,Raw_Material_Purity_Pct,Energy_Consumption_MWh,Product_Yield_kg,Is_Anomaly,Energy_Efficiency_MWh_per_kg
2026-04-01T00:00:00.000+01:00,182.48357076505616,15.369362122670472,52.65152507466965,95.20468559478324,36.43993859514224,1154.0480694751234,0,0.03157575456255961
2026-04-01T01:00:00.000+01:00,179.3086784941441,12.947797928812049,54.6938954299413,91.32266438629388,34.22037591097804,1262.6768431945043,0,0.02710145204247378
2026-04-01T02:00:00.000+01:00,183.23844269050346,13.382177493473144,50.72408623481483,97.30011392940123,34.99463301168442,1219.6648836197164,0,0.028692006699272583
2026-04-01T03:00:00.000+01:00,187.61514928204014,15.891916912827257,44.812672208176615,95.72359236447356,36.49182469211628,1113.1204214575137,0,0.03278335747747228
2026-04-01T04:00:00.000+01:00,178.82923312638331,15.20503852575353,51.598751807010565,93.49349135514296,35.64247288446559,1193.5353680995106,0,0.029862938155925608
2026-04-01T05:00:00.000+01:00,178.8293152152541,14.779219996376785,47.39457242483268,96.06717265982456,35.20722926983958,1129.5704727909392,0,0.03116868767191627
2026-04-01T06:00:00.000+01:00,187.89606407753695,15.022120719678473,47.88553327300097,92.3391448131855,36.39626650574719,1177.8974360849709,0,0.030899351158042293
2026-04-01T07:00:00.000+01:00,183.83717364576455,15.417098046434004,52.34545607502037,93.1067298764479,35.890639921210536,1238.5181663014982,0,0.028978694780382827
2026-04-01T08:00:00.000+01:00,177.65262807032525,14.352288383628766,54.95313228573454,98.2573725881879,34.540109221596275,1255.6009523464966,0,0.0275088268745312
2026-04-01T09:00:00.000+01:00,182.7128002179298,14.066034329517224,50.08508630694425,92.61454055104278,35.49919665585217,1191.949810771209,0,0.029782459240363202
2026-04-01T10:00:00.000+01:00,177.68291153593768,15.235014306117218,51.235332050395854,94.22989441342143,33.434659552766945,1195.2492978371145,0,0.027972958957825162
2026-04-01T11:00:00.000+01:00,177.6713512321487,13.825952666861962,56.80885977854095,98.01127023656413,34.2675894886598,1247.0168895112292,0,0.027479651460126615
2026-04-01T12:00:00.000+01:00,181.20981135783018,15.489903306857366,50.96301271795427,96.36949215240774,35.40011333250439,1188.7976538458092,0,0.029778081423683475
2026-04-01T13:00:00.000+01:00,170.43359877671102,12.956899674914592,60.40673245672158,90.55982903548232,32.580912709679815,1289.7586649580273,0,0.02526124739060396
2026-04-01T14:00:00.000+01:00,171.37541083743483,16.234986764790772,52.26203858252617,91.32572739851074,34.146470637479155,1183.356418209488,0,0.028855609444486275
2026-04-01T15:00:00.000+01:00,177.18856235379513,15.567116978895651,42.95694896337673,90.07057431694726,34.58947213835533,1071.392619279609,0,0.03228459064951638
2026-04-01T16:00:00.000+01:00,174.93584439832787,15.307235681176651,53.01336648441813,95.67829611206247,35.17956164514226,1217.045591111085,0,0.02890570567124405
2026-04-01T17:00:00.000+01:00,181.57123666297636,16.179229180734616,51.52463353953111,94.02906082869376,36.25804119820081,1192.794275831839,0,0.030397564720802274
2026-04-01T18:00:00.000+01:00,175.45987962239394,16.998569333355093,55.159011016330986,91.20847365812048,34.485793025471025,1227.7871966384032,0,0.028087760745421318
2026-04-01T19:00:00.000+01:00,172.93848149332354,16.217244078021757,52.692725405079834,98.62140708951094,34.108802183819535,1205.5862318910697,0,0.02829229571601596
2026-04-01T20:00:00.000+01:00,187.32824384460778,12.790950922402025,49.44617606406491,94.76693751551058,35.620452978367375,1158.0815398482625,0,0.03075815627199665
2026-04-01T21:00:00.000+01:00,178.87111849756732,13.464507639917159,45.102807054842536,92.177039647016,34.29773956453872,1084.250157932175,0,0.031632681179359544
2026-04-01T22:00:00.000+01:00,180.33764102343963,14.250217706765186,49.1639069708559,94.50543214039237,34.99820218688305,1187.5449232055644,0,0.02947105537061426
2026-04-01T23:00:00.000+01:00,172.8762590689327,15.031309260253,46.597918183162804,96.11658299461597,33.55855967794671,1101.528411339611,0,0.030465450852179887
2026-04-02T00:00:00.000+01:00,177.27808637737408,15.621190824562948,47.67790620078111,90.68615296176208,34.15064345404994,1157.95129312276,0,0.02949229700495655
2026-04-02T01:00:00.000+01:00,180.55461294854933,14.12910742421584,52.354313617682436,92.47233433543103,35.220369039075706,1225.8680886991704,0,0.028730961645677386
2026-04-02T02:00:00.000+01:00,174.24503211288848,15.224120117372493,56.67961801740562,97.26268941795594,34.49634363251868,1263.162562141039,0,0.02730950446635148
2026-04-02T03:00:00.000+01:00,181.87849009172837,14.093540481176014,51.57868611929192,94.13698383362396,34.69832373016446,1143.4294270094529,0,0.030345837627176624
2026-04-02T04:00:00.000+01:00,176.99680655040598,14.266178636409663,45.21646775185926,94.91919427829066,34.85043442522413,1115.048178896128,0,0.03125464449412872
2026-04-02T05:00:00.000+01:00,178.5415312510336,13.312006683782133,51.77841067288056,93.89534401988523,34.1278421598288,1195.6386209283314,0,0.028543609718236496
2026-04-02T06:00:00.000+01:00,176.99146693885302,13.892120104666915,54.78652594658261,90.39509948378705,34.45372668078033,1198.8067448955612,0,0.028740017377681587
2026-04-02T07:00:00.000+01:00,189.26139092254468,13.3779784732604,47.56086838272247,91.4917480183814,36.47497633934001,1126.3930447900302,0,0.03238210366092883
2026-04-02T08:00:00.000+01:00,179.93251387631034,13.828952096427201,49.46393133330833,94.00987474867702,34.73886121838014,1200.2105789716752,0,0.02894397185545885
2026-04-02T09:00:00.000+01:00,174.7114453552205,16.264370155929406,50.05875277891679,91.88266918867134,34.68696129053952,1181.5342533477217,0,0.029357558777715148
2026-04-02T10:00:00.000+01:00,184.11272456051594,13.860721333401669,46.86040674767104,90.44981125793711,35.130838128813934,1105.632843716239,0,0.031774416189313454
2026-04-02T11:00:00.000+01:00,173.8957817501449,18.15885847780487,52.59312173537543,97.59284697646642,34.61790566636866,1189.5368653384621,0,0.029102003204010605
2026-04-02T12:00:00.000+01:00,181.04431797502377,15.591981481057067,49.51620740556887,98.83073276247704,35.17211427702481,1182.977073564539,0,0.029731864685293027
